Co_Name,NSE_Symbol,Date,Close Price,Year & Month[Latest],Grand Total[Latest]
UltraTech Cem.,ULTRACEMCO,28/11/2016,3504.85,201609,274445284
GP Petroleums,GULFPETRO,28/11/2016,75.55,201609,50984383
NIIT Tech.,NIITTECH,28/11/2016,422.55,201609,61355174
Mcleod Russel,MCLEODRUSS,28/11/2016,146.9,201609,109455735
Everest Kanto,EKC,28/11/2016,33.6,201609,112207682
C C C L,CCCL,28/11/2016,3.65,201609,398511188
Bedmutha Indus.,BEDMUTHA,28/11/2016,20.75,201609,24531611
Fiem Inds.,FIEMIND,28/11/2016,1149,201609,13159830
Repco Home Fin,REPCOHOME,28/11/2016,583.2,201609,62552407
Xchanging Sol.,XCHANGING,28/11/2016,68.6,201609,111403716
S.A.L Steel,SALSTEEL,28/11/2016,3.85,201609,84966700
Yes Bank,YESBANK,28/11/2016,1149.6,201609,421659213
Solar Inds.,SOLARINDS,28/11/2016,666.05,201609,90490055
Unity Infra.,UNITY,28/11/2016,8.9,201609,120876802
Impex Ferro Tech,IMPEXFERRO,28/11/2016,1.75,201609,87931604
Puravankar.Proj.,PURVA,28/11/2016,40.65,201609,237149686
Alkali Metals,ALKALI,28/11/2016,68.95,201609,10182506
Ashoka Buildcon,ASHOKA,28/11/2016,138.3,201609,187148811
Ent.Network,ENIL,28/11/2016,699.9,201609,47670415
Uniply Inds.,UNIPLY,28/11/2016,220.55,201609,20916012
Accel Frontline,AFL,28/11/2016,61.45,201609,29761873
Multi Comm. Exc.,MCX,28/11/2016,1248.75,201609,50998369
Syngene Intl.,SYNGENE,28/11/2016,558.35,201609,200000000
Bannari Amm Spg.,BASML,28/11/2016,272,201609,15754269
Bombay Rayon,BRFL,28/11/2016,147.1,201609,183002272
Globus Spirits,GLOBUSSPR,28/11/2016,96.7,201609,28799268
Ravikumar Distll,RKDL,28/11/2016,12.75,201609,24000000
SMS Pharma.,SMSPHARMA,28/11/2016,95.15,201609,84652030
Sh.Ganesh Forg.,SGFL,28/11/2016,1.9,201609,12500474
GTL Infra.,GTLINFRA,28/11/2016,4.5,201609,2383859293
Skipper,SKIPPER,28/11/2016,140.75,201609,102316462
Adhunik Indus.,ADHUNIKIND,28/11/2016,107.1,201609,46763750
Kolte Patil Dev.,KOLTEPATIL,28/11/2016,96.2,201609,75774909
Pincon Spirit,PINCON,28/11/2016,65.65,201609,44086000
GPT Infraproject,GPTINFRA,28/11/2016,242.1,201609,14543000
Hubtown,HUBTOWN,28/11/2016,87.6,201609,72735871
Saksoft,SAKSOFT,28/11/2016,192.9,201609,10425000
Provogue (India),PROVOGE,28/11/2016,4.25,201609,233381827
Kaya Ltd,KAYA,28/11/2016,731.25,201609,12961869
Nandan Denim,NDL,28/11/2016,113.55,201609,48049056
Rane (Madras),RML,28/11/2016,419.9,201609,10510649
Sejal Glass,SEZAL,28/11/2016,5.8,201606,33550000
KM Sugar Mills,KMSUGAR,28/11/2016,19.4,201609,92000170
Vivimed Labs.,VIVIMEDLAB,28/11/2016,92.3,201609,81018915
Indiabulls Vent.,IBVENTURES,28/11/2016,20.5,201609,293065652
Rohit Ferro Tec.,ROHITFERRO,28/11/2016,4.8,201609,113776123
Rajvir Inds.,RAJVIR,28/11/2016,43,201609,3994860
Shivam Autotech,SHIVAMAUTO,28/11/2016,42,201609,100000000
Radha Madh.Corp.,RMCL,28/11/2016,16.4,201609,66342275
Godawari Power,GPIL,28/11/2016,59.7,201609,32756247
Educomp Sol.,EDUCOMP,28/11/2016,10.45,201609,122467168
GOL Offshore,GTOFFSHORE,28/11/2016,20.85,201609,78862474
Store One Retail,STOREONE,28/11/2016,108,201609,27600000
Pratibha Inds.,PRATIBHA,28/11/2016,12.05,201609,101055392
Bartronics India,BARTRONICS,28/11/2016,15.5,201609,34048861
Sakuma Exports,SAKUMA,28/11/2016,62.45,201609,16425943
GVK Power Infra.,GVKPIL,28/11/2016,5.7,201609,1579210400
Celebrity Fash.,CELEBRITY,28/11/2016,9.9,201609,39003765
Technocraf.Inds.,TIIL,28/11/2016,362.35,201609,26300000
Raj Oil Mills,RAJOIL,28/11/2016,2.2,201609,71010108
Gokul Refoils,GOKUL,28/11/2016,15.45,201609,131895000
Sunil Hitech,SUNILHITEC,28/11/2016,183.95,201609,18900160
Rel. Comm.,RCOM,28/11/2016,35.95,201609,2488979745
Malu Paper,MALUPAPER,28/11/2016,29.75,201609,17059250
B.L.Kashyap,BLKASHYAP,28/11/2016,20.2,201609,205440000
Gallantt Metal,GALLANTT,28/11/2016,38.95,201609,81322324
Visa Steel,VISASTEEL,28/11/2016,16.5,201609,110000000
Adhunik Metal,ADHUNIK,28/11/2016,7.05,201609,123499536
Prime Focus,PFOCUS,28/11/2016,70,201609,298878974
Celestial Biolab,CELESTIAL,28/11/2016,19.15,201609,20486350
Kewal Kir.Cloth.,KKCL,28/11/2016,1817,201609,12325037
Supreme Infra.,SUPREMEINF,28/11/2016,69.75,201609,25698372
K E C Intl.,KEC,28/11/2016,141.75,201609,257088370
Emk.Global Fin.,EMKAY,28/11/2016,57.95,201609,24437750
Parabolic Drugs,PARABDRUGS,28/11/2016,7.3,201609,61892014
JSW Energy,JSWENERGY,28/11/2016,57.3,201609,1640054795
JHS Sven.Lab.,JHS,28/11/2016,39.35,201609,38315000
Allcargo Logist.,ALLCARGO,28/11/2016,172.35,201609,252095524
Action Const.Eq.,ACE,28/11/2016,48.7,201609,98940000
HOV Services,HOVS,28/11/2016,108.45,201609,12532522
Volt.Transform.,VOLTAMP,28/11/2016,891.5,201609,10117120
Renaissance Jew.,RJL,28/11/2016,128.75,201609,19079440
GTN Textiles,GTNTEX,28/11/2016,12.6,201609,11640478
Global Vectra,GLOBALVECT,28/11/2016,83.15,201609,14000000
Cambridge Tech.,CTE,28/11/2016,97.9,201609,19631015
Sutlej Textiles,SUTLEJTEX,28/11/2016,792.8,201609,16382862
L T Foods,DAAWAT,28/11/2016,262.5,201609,26663187
Ruchira Papers,RUCHIRA,28/11/2016,108,201609,22421804
Texmaco Rail,TEXRAIL,28/11/2016,100.85,201609,210334098
TGB Banquets,TGBHOTELS,28/11/2016,68.15,201609,29286400
Oriental Trimex,ORIENTALTL,28/11/2016,5.4,201609,14815208
Sobha,SOBHA,28/11/2016,245.8,201609,96304676
TV18 Broadcast,TV18BRDCST,28/11/2016,37.15,201609,1714360160
Sr.Rayala.Hypo,SRHHYPOLTD,28/11/2016,145.3,201609,14716689
Ess Dee Alumin.,ESSDEE,28/11/2016,44,201603,32047811
Mahindra CIE,MAHINDCIE,28/11/2016,181.65,201610,378083252
Hinduja Global,HGS,28/11/2016,523.95,201609,20730947
OCL Iron & Steel,OISL,28/11/2016,7.45,201609,134143160
Hilton Met.Forg.,HILTON,28/11/2016,16.15,201609,12443016
Autoline Inds.,AUTOIND,28/11/2016,49.75,201611,15641054
AMD Industries,AMDIND,28/11/2016,31,201609,19166749
Euro Ceramics,EUROCERA,28/11/2016,6.15,201609,33737717
Ankit Met.Power,ANKITMETAL,28/11/2016,2.1,201609,141110500
Cineline India,CINELINE,28/11/2016,79.45,201609,28000000
MBL Infrast,MBLINFRA,28/11/2016,85.1,201609,41454624
C & C Constrn.,CANDC,28/11/2016,17.35,201609,25445265
Astec Life,ASTEC,28/11/2016,581.3,201609,19503855
Cairn India,CAIRN,28/11/2016,250,201609,1875706135
E-Land Apparel,ELAND,28/11/2016,21.55,201609,47990469
Pearl Global Ind,PGIL,28/11/2016,142.65,201609,21663937
MIC Electronics,MIC,28/11/2016,14.4,201609,176960345
Astral Poly,ASTRAL,28/11/2016,402.75,201609,119750283
SEL Mfg. Co,SELMCL,28/11/2016,3.05,201609,331347000
SPARC,SPARC,28/11/2016,312.5,201609,246895786
Tarmat,TARMAT,28/11/2016,38.1,201609,10960707
V2 Retail,V2RETAIL,28/11/2016,118.45,201609,24887619
Kaushalya Infra.,KAUSHALYA,28/11/2016,4.5,201609,34630630
Netwrk.18 Media,NETWORK18,28/11/2016,38,201609,1046948519
Zee Media,ZEEMEDIA,28/11/2016,35.35,201609,470789505
Siti Networks,SITINET,28/11/2016,36.45,201609,794147420
Alpa Lab.,ALPA,28/11/2016,30.15,201609,21040600
Take Solutions,TAKE,28/11/2016,127.3,201609,133236800
Omaxe,OMAXE,28/11/2016,159.4,201609,182900540
Barak Valley,BVCL,28/11/2016,23.5,201609,22160000
Asahi Songwon,ASAHISONG,28/11/2016,245.3,201609,12272262
Time Technoplast,TIMETECHNO,28/11/2016,92.95,201609,210117750
Insecticid.India,INSECTICID,28/11/2016,486.5,201609,20667796
Nitin Fire Prot.,NITINFIRE,28/11/2016,27.75,201609,292269622
Camlin Fine,CAMLINFINE,28/11/2016,104.85,201609,103258780
Refex Industries,REFEX,28/11/2016,16.5,201609,15475176
Nahar Capital,NAHARCAP,28/11/2016,87.45,201609,16746167
Asian Granito,ASIANTILES,28/11/2016,197.65,201609,30087446
Indbull.RealEst.,IBREALEST,28/11/2016,68.45,201609,506528739
H D I L,HDIL,28/11/2016,58.95,201609,419003986
Magnum Ventures,MAGNUM,28/11/2016,3.65,201609,37601884
GSS Info.,GSS,28/11/2016,27.2,201609,16936843
Man Infra,MANINFRA,28/11/2016,40.65,201609,247500270
Rushil Decor,RUSHIL,28/11/2016,677.75,201609,14400000
Kaveri Seed Co.,KSCL,28/11/2016,410.4,201609,69055095
K P R Mill Ltd,KPRMILL,28/11/2016,1129.9,201609,37682892
Motil.Oswal.Fin.,MOTILALOFS,28/11/2016,500.15,201609,143473975
Maan Aluminium,MAANALU,28/11/2016,73.25,201609,3380304
Burnpur Cement,BURNPUR,28/11/2016,9.6,201609,86124363
Kiri Indus.,KIRIINDUS,28/11/2016,295.4,201609,27843951
WABCO India,WABCOINDIA,28/11/2016,4977.95,201609,18967584
Sujana Towers,SUJANATWR,28/11/2016,8.6,201609,56544552
Bajaj Auto,BAJAJ-AUTO,28/11/2016,2637,201609,289367020
Bajaj Finserv,BAJAJFINSV,28/11/2016,2941.9,201609,159131780
Metkore Alloys,METKORE,28/11/2016,3,201609,70426475
Religare Enterp.,RELIGARE,28/11/2016,270,201609,178334498
Bang Overseas,BANG,28/11/2016,26.25,201609,13560000
Edelweiss.Fin.,EDELWEISS,28/11/2016,99.75,201609,828357202
Somi Conv.Belt.,SOMICONVEY,28/11/2016,45.7,201609,11779656
Sita Shree Food,SITASHREE,28/11/2016,7.65,201609,27834174
Mold-Tek Pack.,MOLDTKPAC,28/11/2016,195.5,201609,27691052
REI Six Ten,REISIXTEN,28/11/2016,0.65,201609,147098362
Tulsi Extrusions,TULSI,28/11/2016,4.1,201609,27494610
PTC India Fin,PFS,28/11/2016,37.9,201609,562083335
Cords Cable,CORDSCABLE,28/11/2016,55.15,201609,12927780
eClerx Services,ECLERX,28/11/2016,1496.25,201609,40882350
Brigade Enterpr.,BRIGADE,28/11/2016,154.4,201609,113217665
J Kumar Infra,JKIL,28/11/2016,194.8,201609,75665506
OnMobile Global,ONMOBILE,28/11/2016,80.45,201609,104254999
MVL,MVL,28/11/2016,0.35,201609,601243200
Tarapur Trans,TARAPUR,28/11/2016,5.05,201609,19500011
KNR Construct.,KNRCON,28/11/2016,722.55,201609,28123460
T R I L,TRIL,28/11/2016,335.8,201609,13256411
GREENETH.RES&PRO,AUSTRAL,28/11/2016,0.35,201609,298869172
Capital First,CAPF,28/11/2016,551.8,201609,92338294
IRB Infra.Devl.,IRB,28/11/2016,187.8,201609,351450000
Shriram EPC,SHRIRAMEPC,28/11/2016,33.9,201609,336705864
Archidply Inds.,ARCHIDPLY,28/11/2016,56.85,201609,22065000
Vascon Engineers,VASCONEQ,28/11/2016,30.15,201609,161336716
Resurgere Mines,RMMIL,28/11/2016,0.65,201609,198874644
Mandhana Indus,MANDHANA,28/11/2016,25.15,201609,33123913
D B Corp,DBCORP,28/11/2016,365.3,201609,183805307
Ramky Infra,RAMKY,28/11/2016,69.8,201609,57197791
Bafna Pharma.,BAFNAPHARM,28/11/2016,28.95,201609,18656335
Birla Cotsyn,BIRLACOT,28/11/2016,0.05,201609,2668635154
LGB Forge,LGBFORGE,28/11/2016,6.1,201609,150001551
Nu Tek India,NUTEK,28/11/2016,0.75,201609,154518600
PNC Infratech,PNCINFRA,28/11/2016,111,201609,256539165
Nitesh Estates,NITESHEST,28/11/2016,9.9,201609,145832100
Lotus Eye Care,LOTUSEYE,28/11/2016,19.55,201609,20796330
Microsec Fin,SASTASUNDR,28/11/2016,52.5,201609,31810500
RPG LifeScience.,RPGLIFE,28/11/2016,494.05,201609,16536105
KSK Energy Ven.,KSK,28/11/2016,21.75,201609,423985774
Piraml.Phyto.,PIRPHYTO,28/11/2016,99.65,201609,25960340
Rane Engine Val.,RANEENGINE,28/11/2016,599.5,201609,6718992
Rane Brake Lin.,RBL,28/11/2016,980.25,201609,7914980
Sicagen India,SICAGEN,28/11/2016,24.25,201609,39571684
Future Consumer,FCONSUMER,28/11/2016,20.35,201609,1658142238
ARSS Infra,ARSSINFRA,28/11/2016,69.15,201609,14843230
Fineotex Chem,FCL,28/11/2016,31.75,201609,112298110
A2Z Infra Engg.,A2ZINFRA,28/11/2016,41.1,201609,129621980
Prakash Steelage,PRAKASHSTL,28/11/2016,1.4,201609,175000390
Bharat Financial,BHARATFIN,28/11/2016,681.45,201609,137551594
Gyscoal Alloys,GAL,28/11/2016,10.45,201609,15827556
VRL Logistics,VRLLOG,28/11/2016,266.75,201609,91243495
Infinite Comp,INFINITE,28/11/2016,239.4,201609,38706459
Excel Infoways,EXCEL,28/11/2016,38.6,201609,31348779
Jindal Cotex Ltd,JINDCOT,28/11/2016,17.2,201609,45003140
Welspun Investme,WELINV,28/11/2016,78.45,201609,3654476
Syncom Health,SYNCOM,28/11/2016,6.75,201609,40000000
BS,BSLIMITED,28/11/2016,4.15,201609,441683580
Arrow Textiles,ARROWTEX,28/11/2016,36.25,201609,19043939
Sreeleathers,SREEL,28/11/2016,122.95,201609,25155012
Texmo Pipes,TEXMOPIPES,28/11/2016,20.5,201609,23820000
D-Link India,DLINKINDIA,28/11/2016,84,201609,35504850
Electrosteel St.,ESL,28/11/2016,3.05,201609,2409235023
Farmax India,FARMAXIND,28/11/2016,0.15,201609,534171427
Asian Hotels (E),AHLEAST,28/11/2016,186,201609,11440585
Kesar Terminals,KTIL,28/11/2016,229.95,201609,10926475
Interglobe Aviat,INDIGO,28/11/2016,888.1,201609,361468363
Speciality Rest.,SPECIALITY,28/11/2016,75.2,201609,46957657
SQS India BFSI,SQSBFSI,28/11/2016,719.7,201609,10674881
Kirloskar Oil,KIRLOSENG,28/11/2016,325,201609,144613861
PC Jeweller,PCJEWELLER,28/11/2016,361.25,201609,179100000
Prabhat Dairy,PRABHAT,28/11/2016,104.85,201609,97676131
Flexituff Intl.,FLEXITUFF,28/11/2016,189.75,201609,24882806
MEP Infrast.,MEP,28/11/2016,35.9,201609,162569191
GNA Axles,GNA,28/11/2016,202.4,201609,21465400
V-Mart Retail,VMART,28/11/2016,472.55,201609,18068160
IL&FS Transport,IL&FSTRANS,28/11/2016,98.85,201609,328960027
S P Apparels,SPAL,28/11/2016,319.95,201609,25167600
Shree Gan.Jew.,SGJHL,28/11/2016,4.45,201606,71906485
Emami Infra.,EMAMIINFRA,28/11/2016,60.85,201609,24298392
Jaypee Infratec.,JPINFRATEC,28/11/2016,7.4,201609,1388933497
TD Power Sys.,TDPOWERSYS,28/11/2016,171.1,201609,33237588
Equitas Holdings,EQUITAS,28/11/2016,159.6,201609,336956148
Sanghvi Forg.,SANGHVIFOR,28/11/2016,37.85,201609,14892267
Power Mech Proj.,POWERMECH,28/11/2016,465.4,201609,14710764
Sh.Pushkar Chem.,SHREEPUSHK,28/11/2016,171.45,201609,30219435
Rattanindia Pow.,RTNPOWER,28/11/2016,7.4,201609,2952933353
Ujjivan Fin.Ser.,UJJIVAN,28/11/2016,348.1,201609,118485500
Ducon Tech,DUCON,28/11/2016,57.6,201609,78423100
Thangamayil Jew.,THANGAMAYL,28/11/2016,171.55,201609,13719582
Den Networks,DEN,28/11/2016,65.65,201609,178199806
BF Investment,BFINVEST,28/11/2016,131.95,201609,37667628
Sharda Cropchem,SHARDACROP,28/11/2016,420.85,201609,90220495
Emmbi Industries,EMMBI,28/11/2016,126.25,201609,17690250
Gravita India,GRAVITA,28/11/2016,40.9,201609,68467514
DQ Entertain.,DQE,28/11/2016,21.25,201609,79283000
Cantabil Retail,CANTABIL,28/11/2016,61.6,201609,16327608
D B Realty,DBREALTY,28/11/2016,39.85,201609,243258782
Goenka Diamond,GOENKA,28/11/2016,0.75,201609,317000000
Omkar Spl.Chem.,OMKARCHEM,28/11/2016,157.2,201609,20578004
CIL Nova Petro.,CNOVAPETRO,28/11/2016,26.25,201609,13550000
Surana Solar,SURANASOL,28/11/2016,21.5,201609,49206600
Indosolar,INDOSOLAR,28/11/2016,6.45,201609,358130000
Tata Motors-DVR,TATAMTRDVR,28/11/2016,293,201609,508476704
Future Ent. DVR,FELDVR,28/11/2016,16,201609,39374679
Techno Elec.,TECHNO,28/11/2016,297.85,201609,114182400
Kalyani Invest.,KICL,28/11/2016,1177.65,201609,4365306
Va Tech Wabag,WABAG,28/11/2016,496.15,201609,54524510
RPP Infra Proj.,RPPINFRA,28/11/2016,183.35,201609,22600584
Indiabulls Hous.,IBULHSGFIN,28/11/2016,707.65,201609,421895856
Dilip Buildcon,DBL,28/11/2016,231,201609,136769768
Dhunseri Invest.,DHUNINV,28/11/2016,173.65,201609,6097178
Talwal.Better,TALWALKARS,28/11/2016,241.45,201609,29704856
Shekhawati Poly.,SPYL,28/11/2016,1.35,201609,344700000
Gallantt Ispat,GALLISPAT,28/11/2016,510.55,201609,28236072
Eros Intl.Media,EROSMEDIA,28/11/2016,167.7,201609,93596336
Zee Learn,ZEELEARN,28/11/2016,38.3,201609,320682267
Oberoi Realty,OBEROIRLTY,28/11/2016,285.7,201609,339380605
Bil Energy Sys.,BILENERGY,28/11/2016,0.9,201609,105708000
Shilpi Cable,SHILPI,28/11/2016,184.95,201609,110632272
PG Electro.,PGEL,28/11/2016,134.85,201609,16414332
Indbul.Wholesale,IBWSL,28/11/2016,19.25,201609,50718493
Career Point,CAREERP,28/11/2016,108.2,201609,18132939
Indian Terrain,INDTERRAIN,28/11/2016,133.9,201609,37271300
Bajaj Corp,BAJAJCORP,28/11/2016,364.45,201609,147500000
SRS,SRSLTD,28/11/2016,5.4,201609,278582026
AcroPetal Tech.,ACROPETAL,28/11/2016,1.45,201512,38890358
TCI Developers,TCIDEVELOP,28/11/2016,357.95,201609,3729431
Dalmia Bhar.,DALMIABHA,28/11/2016,1588.05,201609,88799303
Karma Ener.,KARMAENG,28/11/2016,36.85,201609,11569918
Commercial Eng.,CEBBCO,28/11/2016,13.15,201609,54942964
Orient Green,GREENPOWER,28/11/2016,9.5,201609,739799675
Sudar Industries,SUDAR,28/11/2016,1.75,201603,22501352
Guj.NRE-DVR,GUJNREDVR,28/11/2016,3.1,201606,52488010
Asian Hotels (W),AHLWEST,28/11/2016,200,201609,11458303
Stand.Chart.PLC,STAN,28/11/2016,50.2,201103,195660639
Tara Jewels,TARAJEWELS,28/11/2016,37,201609,24622850
Bharti Infra.,INFRATEL,28/11/2016,363.5,201609,1849608246
Alembic Pharma,APLLTD,28/11/2016,649.9,201609,188515914
Jubilant Inds.,JUBLINDS,28/11/2016,245.55,201609,11915070
Pennar Engg.Bld.,PENPEBS,28/11/2016,154.35,201609,34274911
Elgi Rubb.,ELGIRUBCO,28/11/2016,35.8,201609,50050000
Vardhman Spl.,VSSL,28/11/2016,95.15,201609,18555376
Servalaksh.Paper,SERVALL,28/11/2016,3.55,201609,43113656
Furure Market,FMNL,28/11/2016,31.9,201609,56171156
Endurance Tech.,ENDURANCE,28/11/2016,562.65,201610,140662848
Vaswani Inds.,VASWANI,28/11/2016,9.3,201609,30000000
Tijaria Poly.,TIJARIA,28/11/2016,5.55,201609,23626579
Bharatiya Glob.,BGLOBAL,28/11/2016,6.2,201609,15843110
Brooks Lab.,BROOKS,28/11/2016,136.8,201609,16186422
Kridhan Infra,KRIDHANINF,28/11/2016,58.3,201609,74091765
Onelife Capital,ONELIFECAP,28/11/2016,25.5,201609,13360000
Nagarjuna Fert.,NAGAFERT,28/11/2016,10.1,201609,598065003
Nagar.Oil Refin.,NAGAROIL,28/11/2016,5.5,201609,428181821
Ujaas Energy,UJAAS,28/11/2016,47.15,201609,200000000
Sanco Industries,SANCO,28/11/2016,110.25,201609,10284000
Tree House Edu.,TREEHOUSE,28/11/2016,27.45,201609,42310724
Essar Shipping,ESSARSHPNG,28/11/2016,27.05,201609,206976072
Orient Refrac.,ORIENTREF,28/11/2016,116.8,201609,120139200
Arvind Infra.,ARVINFRA,28/11/2016,70.45,201609,25824307
Aditya Bir. Fas.,ABFRL,28/11/2016,139.4,201609,769093684
Star Ferro Cem.,SFCL,28/11/2016,97.1,201609,222172990
Prakash Constro.,PRAKASHCON,28/11/2016,6.15,201609,125678260
L&T Fin.Holdings,L&TFH,28/11/2016,87.2,201609,1754121525
Schneider Elect.,SCHNEIDER,28/11/2016,142.75,201609,239104035
Indo Thai Sec.,INDOTHAI,28/11/2016,21.45,201609,10000000
Dr Lal Pathlabs,LALPATHLAB,28/11/2016,1159.55,201609,82776997
M B Agro Prod.,MBAPL,28/11/2016,37.9,201609,21906735
MT Educare,MTEDUCARE,28/11/2016,114.25,201609,39820784
Weizmann For.,WEIZFOREX,28/11/2016,165.5,201609,11564357
VKS Projects,VKSPL,28/11/2016,0.1,201609,630000000
Just Dial,JUSTDIAL,28/11/2016,370.5,201609,69503984
Shemaroo Entert.,SHEMAROO,28/11/2016,370.15,201609,27182239
TV Vision,TVVISION,28/11/2016,275.85,201609,34944500
Jain Irrigat-DVR,JISLDVREQS,28/11/2016,55.45,201609,19294304
Hexa Tradex,HEXATRADEX,28/11/2016,16.05,201609,55244704
RattanIndia Infr,RTNINFRA,28/11/2016,3,201609,1382269592
Prozone Intu,PROZONINTU,28/11/2016,34.6,201609,152602883
S E Power,SEPOWER,28/11/2016,7.85,201609,40610000
Integra Garments,INTEGRA,28/11/2016,3.65,201609,36332349
NRB Indl Bearing,NIBL,28/11/2016,34,201609,24230650
Sadbhav Infra.,SADBHIN,28/11/2016,87.5,201609,352225216
Advance Meter.,AMTL,28/11/2016,28.15,201609,16057466
Zuari Agro Chem.,ZUARI,28/11/2016,206.6,201609,42058006
Thyrocare Tech.,THYROCARE,28/11/2016,648.05,201609,53723533
Health.Global,HCG,28/11/2016,256.95,201609,85075986
Veto Switchgears,VETO,28/11/2016,134.55,201609,18327100
PDS Multi.,PDSMFL,28/11/2016,169,201609,26046724
Genus Paper & Bo,GENUSPAPER,28/11/2016,5.2,201609,257125940
Snowman Logistic,SNOWMAN,28/11/2016,51.6,201609,167087995
Ashapura Inti.,AIFL,28/11/2016,419.85,201609,19467240
Wonderla Holiday,WONDERLA,28/11/2016,328.2,201609,56500670
Future Lifestyle,FLFL,28/11/2016,129.1,201609,189966458
Greenlam Industr,GREENLAM,28/11/2016,670,201609,24136374
Jindal Poly Inve,JPOLYINVST,28/11/2016,90.45,201609,10511929
Gujarat Gas,GUJGASLTD,28/11/2016,529.2,201609,137678025
Inox Wind,INOXWIND,28/11/2016,182.55,201609,221918226
Nath Bio-Genes,NATHBIOGEN,28/11/2016,161,201609,16004000
Agri-Tech India,AGRITECH,28/11/2016,33.05,201609,5940000
Dhunseri Tea,DTIL,28/11/2016,280.5,201609,7004951
Simbhaoli Sugar,SIMBHALS,28/11/2016,31.2,201609,37479020
Quess Corp,QUESS,28/11/2016,614.8,201609,125953353
L&T Technology,LTTS,28/11/2016,847.85,201609,101690392
Narayana Hrudaya,NH,28/11/2016,343,201609,204360804
Parag Milk Foods,PARAGMILK,28/11/2016,271.15,201609,84114582
Navkar Corporat.,NAVKARCORP,28/11/2016,175.6,201609,142608023
Gulf Oil Lubric.,GULFOILLUB,28/11/2016,697.1,201609,49614542
Majesco,MAJESCO,28/11/2016,400.25,201609,23248400
Momai Apparels,MOMAI,28/11/2016,123.25,201609,14429535
IDFC Bank,IDFCBANK,28/11/2016,70.05,201611,3395641885
Intellect Design,INTELLECT,28/11/2016,142.6,201609,101098422
Coffee Day Enter,COFFEEDAY,28/11/2016,205.5,201609,206001719
Monte Carlo Fas.,MONTECARLO,28/11/2016,397.65,201609,21732064
Manaksia Alumi.,MANAKALUCO,28/11/2016,5.2,201609,65534050
Manaksia Steels,MANAKSTEEL,28/11/2016,9.1,201609,65534050
Manaksia Coated,MANAKCOAT,28/11/2016,7.2,201609,65534050
Manaksia Indus.,MANAKINDST,28/11/2016,12.4,201609,65534050
Manpasand Bever.,MANPASAND,28/11/2016,620.15,201609,57186198
UFO Moviez,UFO,28/11/2016,444.15,201609,27600801
Jindal Stain .Hi,JSLHISAR,28/11/2016,89.7,201609,235934685
Pudumjee Paper,PDMJEPAPER,28/11/2016,18.8,201609,94950000
Adlabs Entert.,ADLABS,28/11/2016,82.35,201609,79897810
Crompton Gr. Con,CROMPTON,28/11/2016,146.85,201609,626746142
Balkrishna Paper,BALKRISHNA,28/11/2016,80,201609,10739844
Infibeam Incorp.,INFIBEAM,28/11/2016,1197,201609,53362221
Shyam Century,SHYAMCENT,28/11/2016,7.35,201609,222172990
Future Retail,FRETAIL,28/11/2016,128.35,201609,471338557
SAB Events,SABEVENTS,28/11/2016,51,201609,10483711
Adani Transmissi,ADANITRANS,28/11/2016,62.05,201609,1099810083
BIGBLOC Const.,BIGBLOC,28/11/2016,40.5,201609,14157575
Quick Heal,QUICKHEAL,28/11/2016,234.9,201609,70034108
Bharat Wire,BHARATWIRE,28/11/2016,46,201609,44952248
Lloyds Steels,LSIL,28/11/2016,1.65,201609,898698382
Fourth Dimension,FOURTHDIM,28/11/2016,100,201609,10892000
Max India,MAXINDIA,28/11/2016,143.05,201609,266983999
Max Ventures,MAXVIL,28/11/2016,51.15,201609,53396800
Gokul Agro,GOKULAGRO,28/11/2016,19.15,201609,131895000
Digjam,DIGJAMLTD,28/11/2016,12,201609,87641621
